Date,Facebook Ad Campaign,Facebook Ad Views,Facebook Ad Clicks,Facebook Ad Conversions,Facebook Cost Per Ad,Facebook Click-Through Rate (Clicks / View),Facebook Conversion Rate (Conversions / Clicks),Facebook Cost per Click (Ad Cost / Clicks),AdWords Ad Campaign,"AdWords Ad Views
",AdWords Ad Clicks,AdWords Ad Conversions,"Cost per AdWords Ad
",AdWords Click-Through Rate (Clicks / View),"AdWords Conversion Rate (Conversions / Click)
",AdWords Cost per Click (Ad Cost / Clicks)
17/02/2023,FB_Feb2023,3263,71,31,$121,2.18%,43.66%,$1.70,AW_Feb2023,5564,85,26,$120,1.53%,30.59%,$1.41
30/04/2023,FB_Apr2023,1297,17,18,$231,1.31%,105.88%,$13.59,AW_Apr2023,5621,85,21,$134,1.51%,24.71%,$1.58
30/05/2023,FB_May2023,1945,55,25,$202,2.83%,45.45%,$3.67,AW_May2023,3970,85,29,$126,2.14%,34.12%,$1.48
10/06/2023,FB_Jun2023,2078,49,32,$123,2.36%,65.31%,$2.51,AW_Jun2023,5251,85,26,$189,1.62%,30.59%,$2.22
11/07/2023,FB_Jul2023,1170,33,20,$137,2.82%,60.61%,$4.15,AW_Jul2023,4531,85,37,$83,1.88%,43.53%,$0.98
01/11/2023,FB_Nov2023,1900,41,23,$118,2.16%,56.10%,$2.88,AW_Nov2023,4023,85,21,$62,2.11%,24.71%,$0.73
20/11/2023,FB_Nov2023,3010,36,19,$168,1.20%,52.78%,$4.67,AW_Nov2023,5575,85,5,$143,1.52%,5.88%,$1.68
29/11/2023,FB_Nov2023,2066,73,40,$193,3.53%,54.79%,$2.64,AW_Nov2023,3790,85,5,$101,2.24%,5.88%,$1.19
30/11/2023,FB_Nov2023,2293,42,23,$217,1.83%,54.76%,$5.17,AW_Nov2023,3836,85,21,$191,2.22%,24.71%,$2.25
21/12/2023,FB_Dec2023,1755,24,15,$157,1.37%,62.50%,$6.54,AW_Dec2023,4933,85,5,$124,1.72%,5.88%,$1.46
31/03/2024,FB_Mar2024,1836,64,33,$152,3.49%,51.56%,$2.38,AW_Mar2024,5380,85,23,$189,1.58%,27.06%,$2.22
09/04/2024,FB_Apr2024,2474,34,19,$85,1.37%,55.88%,$2.50,AW_Apr2024,3974,85,21,$135,2.14%,24.71%,$1.59
10/07/2024,FB_Jul2024,1712,59,34,$111,3.45%,57.63%,$1.88,AW_Jul2024,5280,85,37,$149,1.61%,43.53%,$1.75
15/07/2024,FB_Jul2024,2391,68,30,$219,2.84%,44.12%,$3.22,AW_Jul2024,3915,85,37,$79,2.17%,43.53%,$0.93
17/07/2024,FB_Jul2024,3108,41,23,$242,1.32%,56.10%,$5.90,AW_Jul2024,4964,85,20,$98,1.71%,23.53%,$1.15
28/12/2021,FB_Dec2021,2949,68,34,$76,2.31%,50.00%,$1.12,AW_Dec2021,4916,86,5,$182,1.75%,5.81%,$2.12
16/04/2022,FB_Apr2022,1494,65,34,$208,4.35%,52.31%,$3.20,AW_Apr2022,5578,86,26,$122,1.54%,30.23%,$1.42
14/09/2022,FB_Sep2022,3024,68,30,$79,2.25%,44.12%,$1.16,AW_Sep2022,4326,86,5,$74,1.99%,5.81%,$0.86
25/01/2023,FB_Jan2023,1153,30,13,$170,2.60%,43.33%,$5.67,AW_Jan2023,4996,86,21,$118,1.72%,24.42%,$1.37
26/03/2023,FB_Mar2023,2131,19,18,$145,0.89%,94.74%,$7.63,AW_Mar2023,5700,86,21,$152,1.51%,24.42%,$1.77
02/05/2023,FB_May2023,3312,18,14,$141,0.54%,77.78%,$7.83,AW_May2023,5362,86,20,$156,1.60%,23.26%,$1.81
11/05/2023,FB_May2023,2105,23,11,$125,1.09%,47.83%,$5.43,AW_May2023,5634,86,29,$196,1.53%,33.72%,$2.28
09/08/2023,FB_Aug2023,2554,66,30,$87,2.58%,45.45%,$1.32,AW_Aug2023,4247,86,21,$199,2.02%,24.42%,$2.31
14/08/2023,FB_Aug2023,2223,36,14,$136,1.62%,38.89%,$3.78,AW_Aug2023,4574,86,5,$50,1.88%,5.81%,$0.58
26/08/2023,FB_Aug2023,1611,53,22,$135,3.29%,41.51%,$2.55,AW_Aug2023,4868,86,20,$80,1.77%,23.26%,$0.93
19/09/2023,FB_Sep2023,1995,68,30,$219,3.41%,44.12%,$3.22,AW_Sep2023,5700,86,21,$192,1.51%,24.42%,$2.23
22/09/2023,FB_Sep2023,2388,50,25,$89,2.09%,50.00%,$1.78,AW_Sep2023,5202,86,5,$172,1.65%,5.81%,$2.00
28/11/2023,FB_Nov2023,2285,36,12,$102,1.58%,33.33%,$2.83,AW_Nov2023,5616,86,26,$150,1.53%,30.23%,$1.74
30/05/2024,FB_May2024,3259,29,18,$132,0.89%,62.07%,$4.55,AW_May2024,4915,86,23,$56,1.75%,26.74%,$0.65
28/06/2024,FB_Jun2024,1585,62,28,$101,3.91%,45.16%,$1.63,AW_Jun2024,3735,86,5,$67,2.30%,5.81%,$0.78
19/07/2024,FB_Jul2024,1396,29,18,$220,2.08%,62.07%,$7.59,AW_Jul2024,5225,86,21,$57,1.65%,24.42%,$0.66
22/07/2024,FB_Jul2024,2201,71,28,$110,3.23%,39.44%,$1.55,AW_Jul2024,4895,86,20,$148,1.76%,23.26%,$1.72
05/03/2022,FB_Mar2022,1860,20,9,$108,1.08%,45.00%,$5.40,AW_Mar2022,4231,87,37,$184,2.06%,42.53%,$2.11
27/04/2022,FB_Apr2022,3056,31,8,$84,1.01%,25.81%,$2.71,AW_Apr2022,3875,87,20,$57,2.25%,22.99%,$0.66
26/06/2022,FB_Jun2022,2222,45,26,$212,2.03%,57.78%,$4.71,AW_Jun2022,3726,87,5,$180,2.33%,5.75%,$2.07
13/07/2022,FB_Jul2022,2754,34,12,$126,1.23%,35.29%,$3.71,AW_Jul2022,5063,87,5,$103,1.72%,5.75%,$1.18
17/07/2022,FB_Jul2022,2495,25,14,$105,1.00%,56.00%,$4.20,AW_Jul2022,4485,87,26,$138,1.94%,29.89%,$1.59
31/08/2022,FB_Aug2022,2087,17,5,$98,0.81%,29.41%,$5.76,AW_Aug2022,5300,87,20,$54,1.64%,22.99%,$0.62
17/09/2022,FB_Sep2022,1052,43,32,$225,4.09%,74.42%,$5.23,AW_Sep2022,3943,87,37,$180,2.21%,42.53%,$2.07
21/10/2022,FB_Oct2022,1051,35,20,$133,3.33%,57.14%,$3.80,AW_Oct2022,5072,87,5,$163,1.72%,5.75%,$1.87
12/04/2023,FB_Apr2023,1646,49,25,$227,2.98%,51.02%,$4.63,AW_Apr2023,4800,87,29,$54,1.81%,33.33%,$0.62
24/09/2023,FB_Sep2023,2581,65,28,$157,2.52%,43.08%,$2.42,AW_Sep2023,5252,87,29,$78,1.66%,33.33%,$0.90
19/11/2023,FB_Nov2023,3218,40,28,$61,1.24%,70.00%,$1.53,AW_Nov2023,4497,87,23,$140,1.93%,26.44%,$1.61
05/02/2024,FB_Feb2024,2689,71,34,$216,2.64%,47.89%,$3.04,AW_Feb2024,3954,87,5,$77,2.20%,5.75%,$0.89
06/04/2024,FB_Apr2024,3244,24,10,$210,0.74%,41.67%,$8.75,AW_Apr2024,4168,87,20,$92,2.09%,22.99%,$1.06
03/06/2024,FB_Jun2024,1075,31,18,$240,2.88%,58.06%,$7.74,AW_Jun2024,4819,87,5,$66,1.81%,5.75%,$0.76
05/08/2024,FB_Aug2024,3108,55,26,$104,1.77%,47.27%,$1.89,AW_Aug2024,4109,87,20,$146,2.12%,22.99%,$1.68
03/09/2024,FB_Sep2024,3200,41,28,$170,1.28%,68.29%,$4.15,AW_Sep2024,3836,87,29,$58,2.27%,33.33%,$0.67
06/09/2024,FB_Sep2024,1883,19,15,$231,1.01%,78.95%,$12.16,AW_Sep2024,5009,87,29,$151,1.74%,33.33%,$1.74
02/02/2022,FB_Feb2022,1577,49,25,$92,3.11%,51.02%,$1.88,AW_Feb2022,5083,88,23,$184,1.73%,26.14%,$2.09
28/03/2022,FB_Mar2022,2956,58,24,$70,1.96%,41.38%,$1.21,AW_Mar2022,5167,88,4,$152,1.70%,4.55%,$1.73
05/06/2022,FB_Jun2022,2594,28,8,$156,1.08%,28.57%,$5.57,AW_Jun2022,5549,88,5,$177,1.59%,5.68%,$2.01
17/10/2022,FB_Oct2022,1668,17,12,$174,1.02%,70.59%,$10.24,AW_Oct2022,4620,88,5,$196,1.90%,5.68%,$2.23
18/10/2022,FB_Oct2022,2972,67,33,$248,2.25%,49.25%,$3.70,AW_Oct2022,4393,88,29,$105,2.00%,32.95%,$1.19
22/11/2022,FB_Nov2022,2308,43,26,$168,1.86%,60.47%,$3.91,AW_Nov2022,5200,88,5,$174,1.69%,5.68%,$1.98
26/01/2023,FB_Jan2023,3066,33,20,$80,1.08%,60.61%,$2.42,AW_Jan2023,3715,88,20,$105,2.37%,22.73%,$1.19
01/03/2023,FB_Mar2023,2040,37,16,$90,1.81%,43.24%,$2.43,AW_Mar2023,4353,88,37,$70,2.02%,42.05%,$0.80
09/05/2023,FB_May2023,2027,41,32,$246,2.02%,78.05%,$6.00,AW_May2023,4808,88,37,$75,1.83%,42.05%,$0.85
09/07/2023,FB_Jul2023,1565,64,28,$154,4.09%,43.75%,$2.41,AW_Jul2023,4626,88,4,$168,1.90%,4.55%,$1.91
25/09/2023,FB_Sep2023,2941,57,32,$96,1.94%,56.14%,$1.68,AW_Sep2023,4120,88,5,$95,2.14%,5.68%,$1.08
31/10/2023,FB_Oct2023,3312,46,30,$144,1.39%,65.22%,$3.13,AW_Oct2023,4304,88,21,$97,2.04%,23.86%,$1.10
18/12/2023,FB_Dec2023,1948,57,26,$114,2.93%,45.61%,$2.00,AW_Dec2023,4792,88,26,$84,1.84%,29.55%,$0.95
17/02/2024,FB_Feb2024,2914,61,34,$86,2.09%,55.74%,$1.41,AW_Feb2024,5152,88,26,$131,1.71%,29.55%,$1.49
18/02/2024,FB_Feb2024,3314,22,13,$194,0.66%,59.09%,$8.82,AW_Feb2024,5031,88,20,$134,1.75%,22.73%,$1.52
05/04/2024,FB_Apr2024,2293,35,14,$140,1.53%,40.00%,$4.00,AW_Apr2024,5078,88,4,$172,1.73%,4.55%,$1.95
27/05/2024,FB_May2024,2316,21,15,$63,0.91%,71.43%,$3.00,AW_May2024,4821,88,20,$112,1.83%,22.73%,$1.27
11/06/2022,FB_Jun2022,3250,16,17,$220,0.49%,106.25%,$13.75,AW_Jun2022,5351,89,37,$70,1.66%,41.57%,$0.79
16/07/2022,FB_Jul2022,1705,31,12,$188,1.82%,38.71%,$6.06,AW_Jul2022,4149,89,4,$98,2.15%,4.49%,$1.10
20/07/2022,FB_Jul2022,1470,43,25,$62,2.93%,58.14%,$1.44,AW_Jul2022,4578,89,21,$175,1.94%,23.60%,$1.97
22/10/2022,FB_Oct2022,2531,39,23,$107,1.54%,58.97%,$2.74,AW_Oct2022,4800,89,29,$158,1.85%,32.58%,$1.78
07/11/2022,FB_Nov2022,3178,57,25,$90,1.79%,43.86%,$1.58,AW_Nov2022,4390,89,4,$164,2.03%,4.49%,$1.84
10/11/2022,FB_Nov2022,2616,24,8,$113,0.92%,33.33%,$4.71,AW_Nov2022,4812,89,4,$114,1.85%,4.49%,$1.28
28/12/2022,FB_Dec2022,2158,68,28,$243,3.15%,41.18%,$3.57,AW_Dec2022,5430,89,37,$90,1.64%,41.57%,$1.01
29/01/2023,FB_Jan2023,1769,56,30,$60,3.17%,53.57%,$1.07,AW_Jan2023,5382,89,21,$92,1.65%,23.60%,$1.03
12/07/2023,FB_Jul2023,2911,16,13,$180,0.55%,81.25%,$11.25,AW_Jul2023,4283,89,29,$155,2.08%,32.58%,$1.74
31/08/2023,FB_Aug2023,1135,41,24,$230,3.61%,58.54%,$5.61,AW_Aug2023,5502,89,29,$86,1.62%,32.58%,$0.97
26/11/2023,FB_Nov2023,2594,62,28,$114,2.39%,45.16%,$1.84,AW_Nov2023,4067,89,37,$155,2.19%,41.57%,$1.74
03/12/2023,FB_Dec2023,1486,35,24,$113,2.36%,68.57%,$3.23,AW_Dec2023,4243,89,26,$127,2.10%,29.21%,$1.43
29/01/2024,FB_Jan2024,1677,55,28,$86,3.28%,50.91%,$1.56,AW_Jan2024,5003,89,37,$135,1.78%,41.57%,$1.52
01/02/2024,FB_Feb2024,3231,47,28,$63,1.45%,59.57%,$1.34,AW_Feb2024,4747,89,29,$190,1.87%,32.58%,$2.13
26/02/2024,FB_Feb2024,3067,22,7,$94,0.72%,31.82%,$4.27,AW_Feb2024,4584,89,37,$105,1.94%,41.57%,$1.18
04/08/2024,FB_Aug2024,3202,44,23,$149,1.37%,52.27%,$3.39,AW_Aug2024,4295,89,5,$169,2.07%,5.62%,$1.90
14/08/2024,FB_Aug2024,1089,53,23,$143,4.87%,43.40%,$2.70,AW_Aug2024,4070,89,21,$161,2.19%,23.60%,$1.81
07/09/2024,FB_Sep2024,2331,45,24,$158,1.93%,53.33%,$3.51,AW_Sep2024,5659,89,29,$140,1.57%,32.58%,$1.57
